language,word,translation,type,family,case,added by,Created,Definition
🇩🇪,klappen,"funcionar / work / work out ",Verb,,,Coco Guerra,"July 11, 2021 9:53 AM",
🇩🇪,stolz,orgullosa / orgulloso,Adjektive,,,Coco Guerra,"July 11, 2021 9:51 AM",
🇩🇪,deshalb,por eso / thats why,Pronominal,,,Coco Guerra,"July 10, 2021 7:49 PM",
🇩🇪,deswegen,por eso / thats why,Adverbien,,,Coco Guerra,"July 10, 2021 7:49 PM",
🇩🇪,Wonach?,after what?,Satz,Frage,,Coco Guerra,"July 10, 2021 7:42 PM",
🇩🇪,danach,after that,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:38 PM",
🇩🇪,wofür,for what,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:36 PM",
🇩🇪,worum,about what,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:36 PM",
🇩🇪,"woneben ",wherefore,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:35 PM",
🇩🇪,woran,where of,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:35 PM",
🇩🇪,wodurch,whereby,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:35 PM",
🇩🇪,wohinter,wherebehind,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:35 PM",
🇩🇪,worüber,whereat,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:35 PM",
🇩🇪,woraus,from what,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:34 PM",
🇩🇪,wogegen,against what,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:34 PM",
🇩🇪,worauf,on what,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:34 PM",
🇩🇪,worunter,under what,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:34 PM",
🇩🇪,worin,wherein,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:34 PM",
🇩🇪,wobei,whereby,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:33 PM",
🇩🇪,wovon,whereof,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:33 PM",
🇩🇪,darum,therefor / por eso / por lo tanto,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:33 PM",
🇩🇪,womit,wherewith,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:33 PM",
🇩🇪,dafür,for this,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:33 PM",
🇩🇪,dadurch,thereby / through that,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:32 PM",
🇩🇪,dazu,para ello / de eso / a ese fin / to this,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:32 PM",
🇩🇪,darüber,about this,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:32 PM",
🇩🇪,daran,en esto / at it / thereto,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:31 PM",
🇩🇪,dahinter,behind it,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:31 PM",
🇩🇪,daneben,next to it,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:31 PM",
🇩🇪,darunter,of which,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:31 PM",
🇩🇪,dagegen,against it,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:31 PM",
🇩🇪,darauf,por lo tanto / thus / therefore,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:30 PM",
🇩🇪,daraus,from this,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:30 PM",
🇩🇪,darin,therein,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:30 PM",
🇩🇪,damit,with this,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:30 PM",
🇩🇪,dabei,thereby / con esto / con ello / con esto / inclusive,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:30 PM",
🇩🇪,davon,thereof,Pronominal,Frage,,Coco Guerra,"July 10, 2021 7:29 PM",
🇩🇪,Wie alt?,How old?,Satz,Frage,,Coco Guerra,"July 10, 2021 7:21 PM",
🇩🇪,Welcher?,Which? / ¿Cuál?,Präposition,Frage,,Coco Guerra,"July 10, 2021 7:20 PM",
🇩🇪,Wen?,Whom? / ¿A quién?,Präposition,Frage,Akkusativ,Coco Guerra,"July 10, 2021 7:17 PM",
🇩🇪,Weshalb?,For what reason? / ¿por qué razón?,Satz,Frage,,Coco Guerra,"July 10, 2021 7:15 PM",
🇩🇪,Wieso?,why ever? / ¿pués cómo?,Satz,Frage,,Coco Guerra,"July 10, 2021 7:13 PM",
🇩🇪,Wie oft?,How often? / ¿Cuán seguido?,Satz,Frage,,Coco Guerra,"July 10, 2021 7:13 PM",
🇩🇪,Seit wann?,Since when? / ¿Desde cuándo?,Satz,Frage,,Coco Guerra,"July 10, 2021 7:12 PM",
🇩🇪,Wessen?,Whose? / ¿De quién?,Satz,Frage,Genitiv,Coco Guerra,"July 10, 2021 7:11 PM",
🇩🇪,Wem?,To whome? / ¿A quién?,Satz,Frage,Dativ,Coco Guerra,"July 10, 2021 7:11 PM",
🇩🇪,Worüber?,About what? / ¿De qué?,Satz,Frage,,Coco Guerra,"July 10, 2021 7:10 PM",
🇩🇪,Wofür?,For what? / ¿Para qué?,,Frage,,Coco Guerra,"July 10, 2021 7:10 PM",
🇩🇪,Worum...?,¿De qué va?,Satz,Frage,,Coco Guerra,"July 10, 2021 7:09 PM",
🇩🇪,Woher?,Where from? / ¿De dónde?,Adverbien,Frage,,Coco Guerra,"July 10, 2021 7:07 PM",
🇩🇪,Mit wem?,With who? / ¿Con quién?,Präposition,Frage,,Coco Guerra,"July 10, 2021 7:07 PM",
🇩🇪,Wohin?,Where to? / ¿A dónde?,Adverbien,Frage,,Coco Guerra,"July 10, 2021 7:06 PM",
🇩🇪,Wie lange...?,How long? / ¿Cuánto tiempo hace?,Satz,Frage,,Coco Guerra,"July 10, 2021 7:05 PM",
🇩🇪,Wie viele...?,How many? / ¿Cuánto?,Präposition,Frage,,Coco Guerra,"July 10, 2021 7:05 PM",
🇩🇪,Was für...?,¿Cuál?,Präposition,Frage,,Coco Guerra,"July 10, 2021 7:04 PM",
🇩🇪,Wieviel?,How much? / ¿Cuánto?,Präposition,Frage,,Coco Guerra,"July 10, 2021 7:04 PM",
🇩🇪,Warum?,Why? / ¿Por qué?,Adverbien,Frage,,Coco Guerra,"July 10, 2021 7:03 PM",
🇩🇪,Wann?,When? / ¿Cuándo?,Adverbien,Frage,,Coco Guerra,"July 10, 2021 7:02 PM",
🇩🇪,Wie?,How? / ¿Cómo?,Adverbien,Frage,,Coco Guerra,"July 10, 2021 7:01 PM",
🇩🇪,Wer?,Who? / ¿Quién?,Präposition,Frage,Nominativ,Coco Guerra,"July 10, 2021 7:01 PM",
🇩🇪,Was?,What? / ¿Qué?,Präposition,Frage,,Coco Guerra,"July 10, 2021 7:00 PM",
🇩🇪,Wo?,Where? / ¿Dónde?,Adverbien,Frage,,Coco Guerra,"July 10, 2021 6:59 PM",
🇩🇪,die Magenspiegelung,endoscopía,Nomen,,,Coco Guerra,"July 10, 2021 2:04 PM",
🇩🇪,die Darmspiegelung,colonoscopia,Nomen,,,Coco Guerra,"July 10, 2021 2:03 PM",
🇩🇪,"das Einzelkind ","Hijo único ",Nomen,,,Coco Guerra,"July 9, 2021 7:55 PM",
🇩🇪,faul,"perezosa ",Adjektive,,,Coco Guerra,"July 9, 2021 10:22 AM",
🇩🇪,"das Krankenhaus ","Hospital ",Nomen,,,Coco Guerra,"July 9, 2021 10:22 AM",
🇬🇧,I'll get evenn,me vengaré,Satz,,,Coco Guerra,"July 8, 2021 10:13 PM",
🇩🇪,"ausreichend ","suficiente / suficientemente ",Adjektive,,,Coco Guerra,"July 8, 2021 5:09 PM",
🇬🇧,"jiffy ","en un instante ",Nomen,,,Coco Guerra,"July 8, 2021 11:44 AM",
🇬🇧,"cunning ","engañar ",Verb,,,Coco Guerra,"July 8, 2021 11:43 AM",
🇬🇧,rip off,abuso,Verb,,,Coco Guerra,"July 8, 2021 11:41 AM",
🇬🇧,"spare ",dejar algo de sobra,Verb,,,Coco Guerra,"July 8, 2021 11:40 AM",
🇬🇧,despite,a pesar de,Präposition,,,Coco Guerra,"July 8, 2021 11:30 AM",
🇬🇧,coupled,acoplado a,Verb,,,Coco Guerra,"July 8, 2021 11:23 AM",
🇬🇧,lend,dejar algo a alguien / prestar algo a alguien / otorgar algo,Verb,,,Coco Guerra,"July 8, 2021 11:08 AM",
🇬🇧,spot,punto / lugar / sitio / ubicación,Nomen,,,Coco Guerra,"July 8, 2021 10:53 AM",
🇬🇧,bloat,hinchar algo / hincharse,Verb,,,Coco Guerra,"July 8, 2021 10:52 AM",
🇬🇧,lush,abundante / exuberante,Adjektive,,,Coco Guerra,"July 8, 2021 10:48 AM",
🇬🇧,abide,acatar algo / ceñirse a algo,Verb,,,Coco Guerra,"July 8, 2021 10:25 AM",
🇬🇧,hence,por consiguiente / por ello / por lo tanto,Verb,,,Coco Guerra,"July 8, 2021 10:21 AM",
🇩🇪,Das Beste Kommt nocht,Lo mejor está por llegar,Satz,,,Coco Guerra,"July 7, 2021 10:32 AM",
🇩🇪,das Wissen,conocimiento,Nomen,,,Coco Guerra,"July 7, 2021 9:31 AM",
🇩🇪,anwenden,emplear algo / usar algo,Verb,,,Coco Guerra,"July 7, 2021 9:28 AM",
🇬🇧,fond,loco / apasionado,Adjektive,,,Coco Guerra,"July 7, 2021 9:27 AM",
🇩🇪,confuso,verwirrend,Adjektive,,,Coco Guerra,"July 7, 2021 9:27 AM",
🇬🇧,shepherd,ovejero / pastor,Nomen,,,Coco Guerra,"July 6, 2021 7:27 PM",
🇩🇪,der Schluck,sorbo / bocanada / trago,Nomen,,,Coco Guerra,"July 6, 2021 12:35 PM",
🇩🇪,der Bauch,panza / barriga / vientre / abdomen,Nomen,,,Coco Guerra,"July 6, 2021 12:34 PM",
🇬🇧,greed,codicia / ambición,Adjektive,,,Coco Guerra,"July 5, 2021 11:15 AM",
🇩🇪,jubeln,regocijarse,Verb,,,Coco Guerra,"July 5, 2021 7:13 AM",
🇩🇪,Fromm,beato / santo / devoto / piadoso,Nomen,,,Coco Guerra,"July 5, 2021 7:12 AM",
🇩🇪,die Gerechtigkeit,"equidad / justicia ",Nomen,,,Coco Guerra,"July 5, 2021 7:09 AM",
🇩🇪,bekleiden,revestir a alguien con algo,Verb,,,Coco Guerra,"July 5, 2021 7:07 AM",
🇩🇪,berechne,calcular algo / contar algo,Verb,,,Coco Guerra,"July 3, 2021 2:48 PM",
🇩🇪,steuern,controlar algo / maniobrar algo,Verb,,,Coco Guerra,"July 3, 2021 2:48 PM",
🇬🇧,drift,ir a la deriva,Verb,,,Coco Guerra,"July 2, 2021 10:55 PM",
🇬🇧,to shed,extraviar / suprimir algo,Verb,,,Coco Guerra,"July 2, 2021 10:54 PM",
🇬🇧,shed,almacen / choza / depósito,Nomen,,,Coco Guerra,"July 2, 2021 10:41 PM",
🇬🇧,crowd,multitud,Nomen,,,Coco Guerra,"July 2, 2021 10:40 PM",
🇩🇪,der Rucksack,mochila,Nomen,,,Coco Guerra,"July 2, 2021 10:01 PM",
🇩🇪,"wecken ","wake ",Verb,,,Coco Guerra,"July 2, 2021 8:21 PM",
🇩🇪,aufwecken,wake up,Verb,,,Coco Guerra,"July 2, 2021 8:20 PM",
🇩🇪,"umgangssprachlich ","coloquial ",Adjektive,,,Coco Guerra,"July 2, 2021 8:20 PM",
🇩🇪,"Impfstoff ",Vacuna,Nomen,,,Coco Guerra,"July 2, 2021 7:58 PM",
🇩🇪,anders,"distinto ",Adjektive,,,Coco Guerra,"July 2, 2021 7:57 PM",
🇩🇪,unterschiedlich,diferente,Adjektive,,,Coco Guerra,"July 2, 2021 7:57 PM",
🇩🇪,die Hornhautverkrümmung,astigmatismo,Nomen,,,Coco Guerra,"July 2, 2021 7:56 PM",
🇩🇪,"der Unterschied ","la diferencia ",Nomen,,,Coco Guerra,"July 2, 2021 7:55 PM",
🇩🇪,"Schlummern ",Pospuesta / snoozed,Verb,,,Coco Guerra,"July 2, 2021 7:55 PM",
🇩🇪,"ungefähr ","alrededor de / cerca / aproximadamente ",Adjektive,,,Coco Guerra,"July 2, 2021 7:54 PM",
🇩🇪,"die Gehirnerschütterung ","Contusion cerebral ",Nomen,,,Coco Guerra,"July 2, 2021 7:53 PM",
🇩🇪,"die Einführung ","Introducción ",Nomen,,,Coco Guerra,"July 2, 2021 7:52 PM",
🇩🇪,dreckig,"sucio  / dirty ",Adjektive,,,Coco Guerra,"July 2, 2021 7:52 PM",
🇩🇪,"der Bruch ","fractura / fracción ",Nomen,,,Coco Guerra,"July 2, 2021 7:52 PM",
🇩🇪,krumm,"torcido / crooked ",Adjektive,,,Coco Guerra,"July 2, 2021 7:50 PM",
🇩🇪,abschließen,"To close something / cerrar algo ",Verb,,,Coco Guerra,"July 2, 2021 7:50 PM",
🇩🇪,die Herausforderung,"desafío / reto ",Nomen,,,Coco Guerra,"July 2, 2021 7:49 PM",
🇩🇪,"soweit ich weiß ","as far as I know ",Satz,,,Coco Guerra,"July 2, 2021 7:49 PM",
🇩🇪,"ursprünglich ","originario / oriundo ",Adjektive,,,Coco Guerra,"July 2, 2021 7:48 PM",
🇩🇪,"offensichtlich ","obvio / obviamente ",Adjektive,,,Coco Guerra,"July 2, 2021 7:48 PM",
🇩🇪,"schwitzen ",sudar / to sweat,Verb,,,Coco Guerra,"July 2, 2021 7:47 PM",
🇩🇪,"sowas / so etwas ","Like this / algo así / something like that ",Satz,,,Coco Guerra,"July 2, 2021 7:46 PM",
🇬🇧,"stoning ","impresionante ",Adjektive,,,Coco Guerra,"July 2, 2021 3:46 PM",
🇩🇪,"prost ","cheers / salud ",Verb,,,Coco Guerra,"July 2, 2021 9:41 AM",
🇩🇪,"besetzen ",Ocupar algo,Verb,,,Coco Guerra,"July 1, 2021 9:57 PM",
🇬🇧,breeze,brisa / pan comido / suspiro,Verb,,,Coco Guerra,"July 1, 2021 9:56 PM",
🇩🇪,angeblich,"supuestamente / presuntamente ",Adjektive,,,Coco Guerra,"June 30, 2021 6:32 PM",
🇩🇪,das Loch,agujero / hoyo,Nomen,,,Coco Guerra,"June 28, 2021 9:46 PM",
🇩🇪,die Schere,tijeras / pinza / tenaza,Nomen,,,Coco Guerra,"June 28, 2021 9:45 PM",
🇩🇪,die Schublade,caja / cajón / gaveta,Nomen,,,Coco Guerra,"June 28, 2021 7:13 PM",
🇬🇧,"wrinkles ",arrugas / pliegues,Nomen,,,Coco Guerra,"June 28, 2021 12:34 PM",
🇩🇪,die Richtung,dirección,Nomen,,,Coco Guerra,"June 28, 2021 12:34 PM",
🇩🇪,die Angabe,indicación,Nomen,,,Coco Guerra,"June 28, 2021 12:34 PM",
🇬🇧,thumb,dedo gordo,Nomen,,,Coco Guerra,"June 28, 2021 8:56 AM",
🇬🇧,forearm,antebrazo,Nomen,,,Coco Guerra,"June 28, 2021 8:51 AM",
🇩🇪,fleißig,diligente / trabajador,Adjektive,,,Coco Guerra,"June 28, 2021 8:51 AM",
🇩🇪,humorlos,sin sentido del humor,Adjektive,,,Coco Guerra,"June 28, 2021 8:51 AM",
